title,author,secondary_author,illustrator,translators,series,state,district,date_ban,ban_status,challenge_origin
A Court of Mist and Fury,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Pennsylvania,Penncrest School District,February 2023,Banned from Libraries and Classrooms,Administration
A Court of Mist and Fury,"Maas, Sarah J.",,,,A Court of Thorns and Roses,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
A Court of Mist and Fury,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Texas,Conroe Independent School District,September 2022,Banned from Libraries and Classrooms,Formal Challenge
A Court of Mist and Fury,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Texas,Frisco Independent School District,September 2022,Banned from Libraries and Classrooms,Informal Challenge
A Court of Mist and Fury,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Utah,Alpine School District,November 2022,Banned from Libraries and Classrooms,Legislative Action
A Court of Mist and Fury,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Utah,Davis School District,November 2022,Banned from Libraries and Classrooms,Formal Challenge
A Court of Mist and Fury,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Utah,Nebo School District,AY 2022-2023,Banned from Libraries and Classrooms,Formal Challenge
A Court of Mist and Fury,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Utah,Wasatch School District,AY 2022-2023,Banned from Libraries and Classrooms,Formal Challenge
A Court of Mist and Fury,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Utah,Washington County School District,July 2022,Banned from Libraries and Classrooms,Informal Challenge
A Court of Mist and Fury,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Virginia,Hanover County Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
A Court of Mist and Fury,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Wisconsin,School District of Somerset,February 2023,Banned Pending Investigation,Formal Challenge
A ​Court of Silver Flames,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Florida,Clay County School District,AY 2022-2023,Banned from Libraries and Classrooms,Administration/Formal Challenge
A ​Court of Silver Flames,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Florida,Escambia County Public Schools,January 2023,Banned from Libraries and Classrooms,Formal Challenge
A ​Court of Silver Flames,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Florida,Volusia County Schools,August 2022,Banned from Libraries and Classrooms,Formal Challenge
A ​Court of Silver Flames,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Kansas,Gardner Edgerton School District 231,March 2023,Banned from Libraries and Classrooms,Formal Challenge
A ​Court of Silver Flames,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Missouri,Nixa Public Schools,April 2023,Banned from Libraries,Unclear
A ​Court of Silver Flames,"Maas, Sarah J.",,,,A Court of Thorns and Roses,North Carolina,Pender County Schools,February 2023,Banned Pending Investigation,Administration
A ​Court of Silver Flames,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Oregon,Canby Public School District,March 2023,Banned Pending Investigation,Formal Challenge
A ​Court of Silver Flames,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Texas,Conroe Independent School District,September 2022,Banned from Libraries and Classrooms,Formal Challenge
A ​Court of Silver Flames,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Texas,Frisco Independent School District,September 2022,Banned from Libraries and Classrooms,Administration
A ​Court of Silver Flames,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Utah,Alpine School District,November 2022,Banned from Libraries and Classrooms,Legislative Action
A ​Court of Silver Flames,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Utah,Davis School District,November 2022,Banned from Libraries and Classrooms,Formal Challenge
A ​Court of Silver Flames,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Utah,Nebo School District,AY 2022-2023,Banned from Libraries and Classrooms,Formal Challenge
A ​Court of Silver Flames,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Utah,Washington County School District,July 2022,Banned from Libraries and Classrooms,Informal Challenge
A ​Court of Silver Flames,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Virginia,Hanover County Public Schools,June 2023,Banned from Libraries and Classrooms,Informal Challenge
A ​Court of Silver Flames,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Wisconsin,School District of Somerset,February 2023,Banned Pending Investigation,Formal Challenge
A Court of Thorns and Roses,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Florida,Clay County School District,AY 2022-2023,Banned from Libraries and Classrooms,Administration/Formal Challenge
A Court of Thorns and Roses,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Florida,Escambia County Public Schools,March 2023,Banned Pending Investigation,Formal Challenge
A Court of Thorns and Roses,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Florida,Martin County Schools,February 2023,Banned from Libraries and Classrooms,Formal Challenge
A Court of Thorns and Roses,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Florida,Volusia County Schools,August 2022,Banned from Libraries and Classrooms,Formal Challenge
A Court of Thorns and Roses,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Missouri,Nixa Public Schools,April 2023,Banned from Libraries,Unclear
A Court of Thorns and Roses,"Maas, Sarah J.",,,,A Court of Thorns and Roses,North Carolina,Pender County Schools,February 2023,Banned Pending Investigation,Administration
A Court of Thorns and Roses,"Maas, Sarah J.",,,,A Court of Thorns and Roses,North Dakota,Williston Basin School District #7,September 2022,Banned Pending Investigation,Informal Challenge
A Court of Thorns and Roses,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Oregon,Canby Public School District,March 2023,Banned Pending Investigation,Formal Challenge
A Court of Thorns and Roses,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Pennsylvania,Penncrest School District,February 2023,Banned from Libraries and Classrooms,Administration
A Court of Thorns and Roses,"Maas, Sarah J.",,,,A Court of Thorns and Roses,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
A Court of Thorns and Roses,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Texas,Conroe Independent School District,September 2022,Banned from Libraries and Classrooms,Formal Challenge
A Court of Thorns and Roses,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Texas,Frisco Independent School District,October 2022,Banned from Libraries and Classrooms,Administration
A Court of Thorns and Roses,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Texas,Keller Independent School District,Fall 2022,Banned from Libraries and Classrooms,Formal Challenge
A Court of Thorns and Roses,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Utah,Alpine School District,November 2022,Banned from Libraries and Classrooms,Legislative Action
A Court of Thorns and Roses,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Utah,Davis School District,November 2022,Banned from Libraries and Classrooms,Formal Challenge
A Court of Thorns and Roses,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Utah,Granite School District,October 2022,Banned from Libraries and Classrooms,Formal Challenge
A Court of Thorns and Roses,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Utah,Nebo School District,AY 2022-2023,Banned from Libraries and Classrooms,Formal Challenge
A Court of Thorns and Roses,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Utah,Washington County School District,July 2022,Banned from Libraries and Classrooms,Informal Challenge
A Court of Thorns and Roses,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Wisconsin,School District of Somerset,February 2023,Banned Pending Investigation,Formal Challenge
A Court of Wings and Ruin,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Florida,Clay County School District,AY 2022-2023,Banned from Libraries and Classrooms,Administration/Formal Challenge
A Court of Wings and Ruin,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
A Court of Wings and Ruin,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Florida,Martin County Schools,February 2023,Banned from Libraries and Classrooms,Formal Challenge
A Court of Wings and Ruin,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Florida,School District of Hamilton County,March 2023,Banned from Libraries and Classrooms,Administration
A Court of Wings and Ruin,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Florida,Volusia County Schools,August 2022,Banned from Libraries and Classrooms,Formal Challenge
A Court of Wings and Ruin,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Missouri,Nixa Public Schools,April 2023,Banned from Libraries,Unclear
A Court of Wings and Ruin,"Maas, Sarah J.",,,,A Court of Thorns and Roses,North Dakota,Williston Basin School District #7,September 2022,Banned Pending Investigation,Informal Challenge
A Court of Wings and Ruin,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Oregon,Canby Public School District,March 2023,Banned Pending Investigation,Formal Challenge
A Court of Wings and Ruin,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Pennsylvania,Penncrest School District,February 2023,Banned from Libraries and Classrooms,Administration
A Court of Wings and Ruin,"Maas, Sarah J.",,,,A Court of Thorns and Roses,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
A Court of Wings and Ruin,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Texas,Conroe Independent School District,September 2022,Banned from Libraries and Classrooms,Formal Challenge
A Court of Wings and Ruin,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Texas,Frisco Independent School District,October 2022,Banned from Libraries and Classrooms,Administration
A Court of Wings and Ruin,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Utah,Alpine School District,November 2022,Banned from Libraries and Classrooms,Legislative Action
A Court of Wings and Ruin,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Utah,Davis School District,November 2022,Banned from Libraries and Classrooms,Formal Challenge
A Court of Wings and Ruin,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Utah,Granite School District,October 2022,Banned from Libraries and Classrooms,Formal Challenge
A Court of Wings and Ruin,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Utah,Nebo School District,AY 2022-2023,Banned from Libraries and Classrooms,Formal Challenge
A Court of Wings and Ruin,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Utah,Washington County School District,July 2022,Banned from Libraries and Classrooms,Informal Challenge
A Court of Wings and Ruin,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Wisconsin,School District of Somerset,February 2023,Banned Pending Investigation,Formal Challenge
Catwoman: Soulstealer,"Maas, Sarah J.",,,,DC Icons,Texas,Frisco Independent School District,October 2022,Banned from Libraries,Administration
Crown of Midnight,"Maas, Sarah J.",,,,Throne of Glass,Florida,Clay County School District,AY 2022-2023,Banned Pending Investigation,Administration/Formal Challenge
Empire of Storms,"Maas, Sarah J.",,,,Throne of Glass,Florida,Clay County School District,AY 2022-2023,Banned from Libraries and Classrooms,Administration/Formal Challenge
Empire of Storms,"Maas, Sarah J.",,,,Throne of Glass,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
Empire of Storms,"Maas, Sarah J.",,,,Throne of Glass,Florida,Martin County Schools,February 2023,Banned from Libraries and Classrooms,Formal Challenge
Empire of Storms,"Maas, Sarah J.",,,,Throne of Glass,Florida,Santa Rosa County District Schools,June 2023,Banned from Libraries and Classrooms,Formal Challenge
Empire of Storms,"Maas, Sarah J.",,,,Throne of Glass,Florida,Volusia County Schools,March 2023,Banned from Libraries and Classrooms,Administration
Empire of Storms,"Maas, Sarah J.",,,,Throne of Glass,Kansas,Gardner Edgerton School District 231,March 2023,Banned from Libraries and Classrooms,Formal Challenge
Empire of Storms,"Maas, Sarah J.",,,,Throne of Glass,Missouri,Nixa Public Schools,June 2023,Banned from Libraries,Unclear
Empire of Storms,"Maas, Sarah J.",,,,Throne of Glass,North Carolina,Pender County Schools,February 2023,Banned from Libraries,Administration
Empire of Storms,"Maas, Sarah J.",,,,Throne of Glass,North Dakota,Williston Basin School District #7,September 2022,Banned Pending Investigation,Informal Challenge
Empire of Storms,"Maas, Sarah J.",,,,Throne of Glass,Oregon,Canby Public School District,March 2023,Banned Pending Investigation,Formal Challenge
Empire of Storms,"Maas, Sarah J.",,,,Throne of Glass,Pennsylvania,Penncrest School District,February 2023,Banned Pending Investigation,Administration
Empire of Storms,"Maas, Sarah J.",,,,Throne of Glass,South Carolina,Beaufort County School District,October 2022,Banned Pending Investigation,Informal Challenge
Empire of Storms,"Maas, Sarah J.",,,,Throne of Glass,Texas,Conroe Independent School District,Spring 2023,Banned from Libraries and Classrooms,Administration
Empire of Storms,"Maas, Sarah J.",,,,Throne of Glass,Texas,Frisco Independent School District,October 2022,Banned from Libraries and Classrooms,Administration
Empire of Storms,"Maas, Sarah J.",,,,Throne of Glass,Texas,Keller Independent School District,Fall 2022,Banned from Libraries and Classrooms,Formal Challenge
Empire of Storms,"Maas, Sarah J.",,,,Throne of Glass,Texas,Lake Travis Independent School District,January 2023,Banned from Libraries,Informal Challenge
Empire of Storms,"Maas, Sarah J.",,,,Throne of Glass,Utah,Canyons School District,AY 2022-2023,Banned from Libraries and Classrooms,Formal Challenge
Empire of Storms,"Maas, Sarah J.",,,,Throne of Glass,Utah,Davis School District,December 2022,Banned from Libraries and Classrooms,Formal Challenge
Empire of Storms,"Maas, Sarah J.",,,,Throne of Glass,Utah,Granite School District,October 2022,Banned from Libraries,Formal Challenge
